FULL_MOON,DATE_STRIN
FULL_MOON,1900/1/15
FULL_MOON,1900/2/14
FULL_MOON,1900/3/16
FULL_MOON,1900/4/15
FULL_MOON,1900/5/14
FULL_MOON,1900/6/13
FULL_MOON,1900/7/12
FULL_MOON,1900/8/10
FULL_MOON,1900/9/9
FULL_MOON,1900/10/8
FULL_MOON,1900/11/6
FULL_MOON,1900/12/6
FULL_MOON,1901/1/5
FULL_MOON,1901/2/3
FULL_MOON,1901/3/5
FULL_MOON,1901/4/4
FULL_MOON,1901/5/3
FULL_MOON,1901/6/2
FULL_MOON,1901/7/2
FULL_MOON,1901/7/31
FULL_MOON,1901/8/29
FULL_MOON,1901/9/28
FULL_MOON,1901/10/27
FULL_MOON,1901/11/26
FULL_MOON,1901/12/25
FULL_MOON,1902/1/24
FULL_MOON,1902/2/22
FULL_MOON,1902/3/24
FULL_MOON,1902/4/22
FULL_MOON,1902/5/22
FULL_MOON,1902/6/21
FULL_MOON,1902/7/20
FULL_MOON,1902/8/19
FULL_MOON,1902/9/17
FULL_MOON,1902/10/17
FULL_MOON,1902/11/15
FULL_MOON,1902/12/15
FULL_MOON,1903/1/13
FULL_MOON,1903/2/12
FULL_MOON,1903/3/13
FULL_MOON,1903/4/12
FULL_MOON,1903/5/11
FULL_MOON,1903/6/10
FULL_MOON,1903/7/9
FULL_MOON,1903/8/8
FULL_MOON,1903/9/7
FULL_MOON,1903/10/6
FULL_MOON,1903/11/5
FULL_MOON,1903/12/4
FULL_MOON,1904/1/3
FULL_MOON,1904/2/1
FULL_MOON,1904/3/2
FULL_MOON,1904/3/31
FULL_MOON,1904/4/29
FULL_MOON,1904/5/29
FULL_MOON,1904/6/27
FULL_MOON,1904/7/27
FULL_MOON,1904/8/26
FULL_MOON,1904/9/24
FULL_MOON,1904/10/24
FULL_MOON,1904/11/23
FULL_MOON,1904/12/22
FULL_MOON,1905/1/21
FULL_MOON,1905/2/19
FULL_MOON,1905/3/21
FULL_MOON,1905/4/19
FULL_MOON,1905/5/18
FULL_MOON,1905/6/17
FULL_MOON,1905/7/16
FULL_MOON,1905/8/15
FULL_MOON,1905/9/13
FULL_MOON,1905/10/13
FULL_MOON,1905/11/12
FULL_MOON,1905/12/12
FULL_MOON,1906/1/10
FULL_MOON,1906/2/9
FULL_MOON,1906/3/10
FULL_MOON,1906/4/9
FULL_MOON,1906/5/8
FULL_MOON,1906/6/6
FULL_MOON,1906/7/6
FULL_MOON,1906/8/4
FULL_MOON,1906/9/3
FULL_MOON,1906/10/2
FULL_MOON,1906/11/1
FULL_MOON,1906/12/1
FULL_MOON,1906/12/30
FULL_MOON,1907/1/29
FULL_MOON,1907/2/28
FULL_MOON,1907/3/29
FULL_MOON,1907/4/28
FULL_MOON,1907/5/27
FULL_MOON,1907/6/25
FULL_MOON,1907/7/25
FULL_MOON,1907/8/23
FULL_MOON,1907/9/21
FULL_MOON,1907/10/21
FULL_MOON,1907/11/20
FULL_MOON,1907/12/19
FULL_MOON,1908/1/18
FULL_MOON,1908/2/17
FULL_MOON,1908/3/18
FULL_MOON,1908/4/16
FULL_MOON,1908/5/16
FULL_MOON,1908/6/14
FULL_MOON,1908/7/13
FULL_MOON,1908/8/12
FULL_MOON,1908/9/10
FULL_MOON,1908/10/9
FULL_MOON,1908/11/8
FULL_MOON,1908/12/7
FULL_MOON,1909/1/6
FULL_MOON,1909/2/5
FULL_MOON,1909/3/7
FULL_MOON,1909/4/5
FULL_MOON,1909/5/5
FULL_MOON,1909/6/4
FULL_MOON,1909/7/3
FULL_MOON,1909/8/1
FULL_MOON,1909/8/31
FULL_MOON,1909/9/29
FULL_MOON,1909/10/28
FULL_MOON,1909/11/27
FULL_MOON,1909/12/26
FULL_MOON,1910/1/25
FULL_MOON,1910/2/24
FULL_MOON,1910/3/25
FULL_MOON,1910/4/24
FULL_MOON,1910/5/24
FULL_MOON,1910/6/22
FULL_MOON,1910/7/22
FULL_MOON,1910/8/20
FULL_MOON,1910/9/19
FULL_MOON,1910/10/18
FULL_MOON,1910/11/17
FULL_MOON,1910/12/16
FULL_MOON,1911/1/14
FULL_MOON,1911/2/13
FULL_MOON,1911/3/15
FULL_MOON,1911/4/13
FULL_MOON,1911/5/13
FULL_MOON,1911/6/11
FULL_MOON,1911/7/11
FULL_MOON,1911/8/10
FULL_MOON,1911/9/8
FULL_MOON,1911/10/8
FULL_MOON,1911/11/6
FULL_MOON,1911/12/6
FULL_MOON,1912/1/4
FULL_MOON,1912/2/3
FULL_MOON,1912/3/3
FULL_MOON,1912/4/1
FULL_MOON,1912/5/1
FULL_MOON,1912/5/31
FULL_MOON,1912/6/29
FULL_MOON,1912/7/29
FULL_MOON,1912/8/27
FULL_MOON,1912/9/26
FULL_MOON,1912/10/26
FULL_MOON,1912/11/24
FULL_MOON,1912/12/24
FULL_MOON,1913/1/22
FULL_MOON,1913/2/21
FULL_MOON,1913/3/22
FULL_MOON,1913/4/20
FULL_MOON,1913/5/20
FULL_MOON,1913/6/18
FULL_MOON,1913/7/18
FULL_MOON,1913/8/16
FULL_MOON,1913/9/15
FULL_MOON,1913/10/15
FULL_MOON,1913/11/14
FULL_MOON,1913/12/13
FULL_MOON,1914/1/12
FULL_MOON,1914/2/10
FULL_MOON,1914/3/12
FULL_MOON,1914/4/10
FULL_MOON,1914/5/9
FULL_MOON,1914/6/8
FULL_MOON,1914/7/7
FULL_MOON,1914/8/6
FULL_MOON,1914/9/4
FULL_MOON,1914/10/4
FULL_MOON,1914/11/3
FULL_MOON,1914/12/2
FULL_MOON,1915/1/1
FULL_MOON,1915/1/31
FULL_MOON,1915/3/1
FULL_MOON,1915/3/31
FULL_MOON,1915/4/29
FULL_MOON,1915/5/28
FULL_MOON,1915/6/27
FULL_MOON,1915/7/26
FULL_MOON,1915/8/24
FULL_MOON,1915/9/23
FULL_MOON,1915/10/23
FULL_MOON,1915/11/21
FULL_MOON,1915/12/21
FULL_MOON,1916/1/20
FULL_MOON,1916/2/19
FULL_MOON,1916/3/19
FULL_MOON,1916/4/18
FULL_MOON,1916/5/17
FULL_MOON,1916/6/15
FULL_MOON,1916/7/15
FULL_MOON,1916/8/13
FULL_MOON,1916/9/11
FULL_MOON,1916/10/11
FULL_MOON,1916/11/9
FULL_MOON,1916/12/9
FULL_MOON,1917/1/8
FULL_MOON,1917/2/7
FULL_MOON,1917/3/8
FULL_MOON,1917/4/7
FULL_MOON,1917/5/7
FULL_MOON,1917/6/5
FULL_MOON,1917/7/4
FULL_MOON,1917/8/3
FULL_MOON,1917/9/1
FULL_MOON,1917/9/30
FULL_MOON,1917/10/30
FULL_MOON,1917/11/28
FULL_MOON,1917/12/28
FULL_MOON,1918/1/27
FULL_MOON,1918/2/25
FULL_MOON,1918/3/27
FULL_MOON,1918/4/26
FULL_MOON,1918/5/26
FULL_MOON,1918/6/24
FULL_MOON,1918/7/23
FULL_MOON,1918/8/22
FULL_MOON,1918/9/20
FULL_MOON,1918/10/19
FULL_MOON,1918/11/18
FULL_MOON,1918/12/17
FULL_MOON,1919/1/16
FULL_MOON,1919/2/15
FULL_MOON,1919/3/16
FULL_MOON,1919/4/15
FULL_MOON,1919/5/15
FULL_MOON,1919/6/13
FULL_MOON,1919/7/13
FULL_MOON,1919/8/11
FULL_MOON,1919/9/10
FULL_MOON,1919/10/9
FULL_MOON,1919/11/8
FULL_MOON,1919/12/7
FULL_MOON,1920/1/5
FULL_MOON,1920/2/4
FULL_MOON,1920/3/4
FULL_MOON,1920/4/3
FULL_MOON,1920/5/3
FULL_MOON,1920/6/1
FULL_MOON,1920/7/1
FULL_MOON,1920/7/31
FULL_MOON,1920/8/29
FULL_MOON,1920/9/28
FULL_MOON,1920/10/27
FULL_MOON,1920/11/26
FULL_MOON,1920/12/25
FULL_MOON,1921/1/24
FULL_MOON,1921/2/22
FULL_MOON,1921/3/23
FULL_MOON,1921/4/22
FULL_MOON,1921/5/21
FULL_MOON,1921/6/20
FULL_MOON,1921/7/20
FULL_MOON,1921/8/18
FULL_MOON,1921/9/17
FULL_MOON,1921/10/16
FULL_MOON,1921/11/15
FULL_MOON,1921/12/15
FULL_MOON,1922/1/13
FULL_MOON,1922/2/12
FULL_MOON,1922/3/13
FULL_MOON,1922/4/11
FULL_MOON,1922/5/11
FULL_MOON,1922/6/9
FULL_MOON,1922/7/9
FULL_MOON,1922/8/7
FULL_MOON,1922/9/6
FULL_MOON,1922/10/6
FULL_MOON,1922/11/4
FULL_MOON,1922/12/4
FULL_MOON,1923/1/3
FULL_MOON,1923/2/1
FULL_MOON,1923/3/3
FULL_MOON,1923/4/1
FULL_MOON,1923/4/30
FULL_MOON,1923/5/30
FULL_MOON,1923/6/28
FULL_MOON,1923/7/27
FULL_MOON,1923/8/26
FULL_MOON,1923/9/25
FULL_MOON,1923/10/24
FULL_MOON,1923/11/23
FULL_MOON,1923/12/23
FULL_MOON,1924/1/22
FULL_MOON,1924/2/20
FULL_MOON,1924/3/21
FULL_MOON,1924/4/19
FULL_MOON,1924/5/18
FULL_MOON,1924/6/17
FULL_MOON,1924/7/16
FULL_MOON,1924/8/14
FULL_MOON,1924/9/13
FULL_MOON,1924/10/12
FULL_MOON,1924/11/11
FULL_MOON,1924/12/11
FULL_MOON,1925/1/10
FULL_MOON,1925/2/8
FULL_MOON,1925/3/10
FULL_MOON,1925/4/9
FULL_MOON,1925/5/8
FULL_MOON,1925/6/6
FULL_MOON,1925/7/6
FULL_MOON,1925/8/4
FULL_MOON,1925/9/2
FULL_MOON,1925/10/2
FULL_MOON,1925/10/31
FULL_MOON,1925/11/30
FULL_MOON,1925/12/30
FULL_MOON,1926/1/28
FULL_MOON,1926/2/27
FULL_MOON,1926/3/29
FULL_MOON,1926/4/28
FULL_MOON,1926/5/27
FULL_MOON,1926/6/25
FULL_MOON,1926/7/25
FULL_MOON,1926/8/23
FULL_MOON,1926/9/21
FULL_MOON,1926/10/21
FULL_MOON,1926/11/19
FULL_MOON,1926/12/19
FULL_MOON,1927/1/17
FULL_MOON,1927/2/16
FULL_MOON,1927/3/18
FULL_MOON,1927/4/17
FULL_MOON,1927/5/16
FULL_MOON,1927/6/15
FULL_MOON,1927/7/14
FULL_MOON,1927/8/13
FULL_MOON,1927/9/11
FULL_MOON,1927/10/10
FULL_MOON,1927/11/9
FULL_MOON,1927/12/8
FULL_MOON,1928/1/7
FULL_MOON,1928/2/5
FULL_MOON,1928/3/6
FULL_MOON,1928/4/5
FULL_MOON,1928/5/4
FULL_MOON,1928/6/3
FULL_MOON,1928/7/3
FULL_MOON,1928/8/1
FULL_MOON,1928/8/31
FULL_MOON,1928/9/29
FULL_MOON,1928/10/28
FULL_MOON,1928/11/27
FULL_MOON,1928/12/26
FULL_MOON,1929/1/25
FULL_MOON,1929/2/23
FULL_MOON,1929/3/25
FULL_MOON,1929/4/23
FULL_MOON,1929/5/23
FULL_MOON,1929/6/22
FULL_MOON,1929/7/21
FULL_MOON,1929/8/20
FULL_MOON,1929/9/19
FULL_MOON,1929/10/18
FULL_MOON,1929/11/17
FULL_MOON,1929/12/16
FULL_MOON,1930/1/14
FULL_MOON,1930/2/13
FULL_MOON,1930/3/14
FULL_MOON,1930/4/13
FULL_MOON,1930/5/12
FULL_MOON,1930/6/11
FULL_MOON,1930/7/10
FULL_MOON,1930/8/9
FULL_MOON,1930/9/8
FULL_MOON,1930/10/7
FULL_MOON,1930/11/6
FULL_MOON,1930/12/6
FULL_MOON,1931/1/4
FULL_MOON,1931/2/3
FULL_MOON,1931/3/4
FULL_MOON,1931/4/2
FULL_MOON,1931/5/2
FULL_MOON,1931/5/31
FULL_MOON,1931/6/30
FULL_MOON,1931/7/29
FULL_MOON,1931/8/28
FULL_MOON,1931/9/26
FULL_MOON,1931/10/26
FULL_MOON,1931/11/25
FULL_MOON,1931/12/25
FULL_MOON,1932/1/23
FULL_MOON,1932/2/22
FULL_MOON,1932/3/22
FULL_MOON,1932/4/20
FULL_MOON,1932/5/20
FULL_MOON,1932/6/18
FULL_MOON,1932/7/17
FULL_MOON,1932/8/16
FULL_MOON,1932/9/14
FULL_MOON,1932/10/14
FULL_MOON,1932/11/13
FULL_MOON,1932/12/13
FULL_MOON,1933/1/11
FULL_MOON,1933/2/10
FULL_MOON,1933/3/12
FULL_MOON,1933/4/10
FULL_MOON,1933/5/9
FULL_MOON,1933/6/8
FULL_MOON,1933/7/7
FULL_MOON,1933/8/5
FULL_MOON,1933/9/4
FULL_MOON,1933/10/3
FULL_MOON,1933/11/2
FULL_MOON,1933/12/2
FULL_MOON,1933/12/31
FULL_MOON,1934/1/30
FULL_MOON,1934/3/1
FULL_MOON,1934/3/31
FULL_MOON,1934/4/29
FULL_MOON,1934/5/28
FULL_MOON,1934/6/27
FULL_MOON,1934/7/26
FULL_MOON,1934/8/24
FULL_MOON,1934/9/23
FULL_MOON,1934/10/22
FULL_MOON,1934/11/21
FULL_MOON,1934/12/20
FULL_MOON,1935/1/19
FULL_MOON,1935/2/18
FULL_MOON,1935/3/20
FULL_MOON,1935/4/18
FULL_MOON,1935/5/18
FULL_MOON,1935/6/16
FULL_MOON,1935/7/16
FULL_MOON,1935/8/14
FULL_MOON,1935/9/12
FULL_MOON,1935/10/12
FULL_MOON,1935/11/10
FULL_MOON,1935/12/10
FULL_MOON,1936/1/8
FULL_MOON,1936/2/7
FULL_MOON,1936/3/8
FULL_MOON,1936/4/6
FULL_MOON,1936/5/6
FULL_MOON,1936/6/5
FULL_MOON,1936/7/4
FULL_MOON,1936/8/3
FULL_MOON,1936/9/1
FULL_MOON,1936/9/30
FULL_MOON,1936/10/30
FULL_MOON,1936/11/28
FULL_MOON,1936/12/28
FULL_MOON,1937/1/26
FULL_MOON,1937/2/25
FULL_MOON,1937/3/27
FULL_MOON,1937/4/25
FULL_MOON,1937/5/25
FULL_MOON,1937/6/23
FULL_MOON,1937/7/23
FULL_MOON,1937/8/22
FULL_MOON,1937/9/20
FULL_MOON,1937/10/19
FULL_MOON,1937/11/18
FULL_MOON,1937/12/17
FULL_MOON,1938/1/16
FULL_MOON,1938/2/14
FULL_MOON,1938/3/16
FULL_MOON,1938/4/14
FULL_MOON,1938/5/14
FULL_MOON,1938/6/13
FULL_MOON,1938/7/12
FULL_MOON,1938/8/11
FULL_MOON,1938/9/9
FULL_MOON,1938/10/9
FULL_MOON,1938/11/7
FULL_MOON,1938/12/7
FULL_MOON,1939/1/5
FULL_MOON,1939/2/4
FULL_MOON,1939/3/5
FULL_MOON,1939/4/4
FULL_MOON,1939/5/3
FULL_MOON,1939/6/2
FULL_MOON,1939/7/1
FULL_MOON,1939/7/31
FULL_MOON,1939/8/29
FULL_MOON,1939/9/28
FULL_MOON,1939/10/28
FULL_MOON,1939/11/26
FULL_MOON,1939/12/26
FULL_MOON,1940/1/25
FULL_MOON,1940/2/23
FULL_MOON,1940/3/23
FULL_MOON,1940/4/22
FULL_MOON,1940/5/21
FULL_MOON,1940/6/20
FULL_MOON,1940/7/19
FULL_MOON,1940/8/18
FULL_MOON,1940/9/16
FULL_MOON,1940/10/16
FULL_MOON,1940/11/15
FULL_MOON,1940/12/14
FULL_MOON,1941/1/13
FULL_MOON,1941/2/12
FULL_MOON,1941/3/13
FULL_MOON,1941/4/11
FULL_MOON,1941/5/11
FULL_MOON,1941/6/9
FULL_MOON,1941/7/8
FULL_MOON,1941/8/7
FULL_MOON,1941/9/5
FULL_MOON,1941/10/5
FULL_MOON,1941/11/4
FULL_MOON,1941/12/3
FULL_MOON,1942/1/2
FULL_MOON,1942/2/1
FULL_MOON,1942/3/3
FULL_MOON,1942/4/1
FULL_MOON,1942/4/30
FULL_MOON,1942/5/30
FULL_MOON,1942/6/28
FULL_MOON,1942/7/27
FULL_MOON,1942/8/26
FULL_MOON,1942/9/24
FULL_MOON,1942/10/24
FULL_MOON,1942/11/22
FULL_MOON,1942/12/22
FULL_MOON,1943/1/21
FULL_MOON,1943/2/20
FULL_MOON,1943/3/21
FULL_MOON,1943/4/20
FULL_MOON,1943/5/19
FULL_MOON,1943/6/18
FULL_MOON,1943/7/17
FULL_MOON,1943/8/15
FULL_MOON,1943/9/14
FULL_MOON,1943/10/13
FULL_MOON,1943/11/12
FULL_MOON,1943/12/11
FULL_MOON,1944/1/10
FULL_MOON,1944/2/9
FULL_MOON,1944/3/10
FULL_MOON,1944/4/8
FULL_MOON,1944/5/8
FULL_MOON,1944/6/6
FULL_MOON,1944/7/6
FULL_MOON,1944/8/4
FULL_MOON,1944/9/2
FULL_MOON,1944/10/2
FULL_MOON,1944/10/31
FULL_MOON,1944/11/30
FULL_MOON,1944/12/29
FULL_MOON,1945/1/28
FULL_MOON,1945/2/27
FULL_MOON,1945/3/28
FULL_MOON,1945/4/27
FULL_MOON,1945/5/27
FULL_MOON,1945/6/25
FULL_MOON,1945/7/25
FULL_MOON,1945/8/23
FULL_MOON,1945/9/21
FULL_MOON,1945/10/21
FULL_MOON,1945/11/19
FULL_MOON,1945/12/19
FULL_MOON,1946/1/17
FULL_MOON,1946/2/16
FULL_MOON,1946/3/17
FULL_MOON,1946/4/16
FULL_MOON,1946/5/16
FULL_MOON,1946/6/14
FULL_MOON,1946/7/14
FULL_MOON,1946/8/13
FULL_MOON,1946/9/11
FULL_MOON,1946/10/10
FULL_MOON,1946/11/9
FULL_MOON,1946/12/8
FULL_MOON,1947/1/7
FULL_MOON,1947/2/5
FULL_MOON,1947/3/7
FULL_MOON,1947/4/5
FULL_MOON,1947/5/5
FULL_MOON,1947/6/3
FULL_MOON,1947/7/3
FULL_MOON,1947/8/2
FULL_MOON,1947/8/31
FULL_MOON,1947/9/30
FULL_MOON,1947/10/29
FULL_MOON,1947/11/28
FULL_MOON,1947/12/27
FULL_MOON,1948/1/26
FULL_MOON,1948/2/24
FULL_MOON,1948/3/25
FULL_MOON,1948/4/23
FULL_MOON,1948/5/23
FULL_MOON,1948/6/21
FULL_MOON,1948/7/21
FULL_MOON,1948/8/19
FULL_MOON,1948/9/18
FULL_MOON,1948/10/18
FULL_MOON,1948/11/16
FULL_MOON,1948/12/16
FULL_MOON,1949/1/14
FULL_MOON,1949/2/13
FULL_MOON,1949/3/14
FULL_MOON,1949/4/13
FULL_MOON,1949/5/12
FULL_MOON,1949/6/10
FULL_MOON,1949/7/10
FULL_MOON,1949/8/8
FULL_MOON,1949/9/7
FULL_MOON,1949/10/7
FULL_MOON,1949/11/5
FULL_MOON,1949/12/5
FULL_MOON,1950/1/4
FULL_MOON,1950/2/2
FULL_MOON,1950/3/4
FULL_MOON,1950/4/2
